web-scraper-order,web-scraper-start-url,product-category,pagination,pagination-href,product-url,product-url-href,product-img-src,product-description-long,product-nutrition,product-allergens,product-size,product-flavour,product-price,product-name,category-link,category-link-href
"1578065806-213","https://www.fitmart.de/Low-Carb/","Low Carb","5","https://www.fitmart.de/Low-Carb/Low-Carb-Lebensmittel/5/#bb_artlist","Details","https://www.fitmart.de/Low-Carb/Low-Carb-Lebensmittel/Body-Attack-Cookies-Peanut-Choc-125g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_ba_proteincookie_peanut_1.jpg","Cookies Peanut Choc von Body Attack 
 enthalten je nach Sorte sehr wenig bis gar keinen Zucker und liefern gleichzeitig zwischen 7 und 12 g Protein pro 100 g und passen somit in eine proteinbetonte Ernährung. 
 Im Gegensatz zu den meisten herkömmlichen Cookies werden die Body Attack Low Sugar Cookies nicht primär mit den üblichen Zutaten wie Zucker und Ei zubereitet. Zum Einsatz kommen Weizen- und Hafermehl sowie pflanzliche Fette, wie Palm- und Rapsöl. Für die Süße sorgt vorwiegend das Süßungsmittel Maltitol.","Nährwerte
pro Portion 25 g
pro 100 g 

Brennwerte
534 kJ / 128 kcal
 2135 kJ / 512 kcal 

Fett
7,2 g
29 g 

davon gesättigte Fettsäuren
 2,2 g
8,8 g 

Kohlenhydrate
11,4 g
45,5 g 

davon Zucker
0,6 g
2,4 g 

Protein
3 g
 12,1 g 

Salz
0,1 g
0,4 g","Weizenmehl, Erdnüsse (20%), Margarine (Pflanzliche Öle (Palmöl, Rapsöl)), Wasser, Emulgator (Mono- und Diglyceride der Fettsäuren, Lecithin), Salz, Säureregulator (Citronensäure), Aroma, Farbstoff (Annatto)), Süßungsmittel (Maltitol), Zuckerfreie Schokolade (10%) (Süßungsmittel (Maltitol), Kakaomasse, Emulgator (Soja-Lecithin), stark entöltes Kakaopulver, Aroma), Vollei, Backtriebmittel (Natriumcarbonat), Diphosphate, Salz, Aroma, Farbstoff (Carotin).","125g","null","2,99 €","Body Attack Cookies Peanut Choc, 125g","Low Carb Lebensmittel","https://www.fitmart.de/Low-Carb/Low-Carb-Lebensmittel/"
"1578065087-13","https://www.fitmart.de/Vitalstoffe/","Vitalstoffe","2","https://www.fitmart.de/Vitalstoffe/Gelenknahrung/2/#bb_artlist","Details","https://www.fitmart.de/Vitalstoffe/Gelenknahrung/Scitec-Nutrition-Joint-X-100-Kaps.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_scitec_jointx_1.jpg","Joint-X von Scitec Nutrition   ist ein hochwertiges Gelenk Formula Supplement zur Unterstützung von Gelenkfunktionen und Knorpelbildung. Scitec Nutrition Joint-X enthält Glucosamin, Chondroitin, MSM und Gelatine. Gelenk-Formulas finden im Bodybuilding und Kraftsport immer größeren Zuspruch. Scitec Nutrition Joint-X wird bereits von vielen Athleten erfolgreich verwendet. Scitec Nutrition Joint-X eignet sich besonders für stark aktive Bodybuilder, Kraftsportler und Powerlifter, die täglich mit schweren Gewichten trainieren.","Nährwerte pro 1 Kapsel pro 4 Kapseln   Glucosaminsulfat 256 mg 1024 mg   Gelatin 125 mg 500 mg   Chondroitinsulfat 81 mg 324 mg   Methylsulfonylmethane 50 mg 200 mg","Glucosaminsulfat 2KCI (aus Schalentieren, Weichtieren), Dextrose, Gelatine, Rindergelatine (Kapsel), Chondroitinsulfat, Methylsulfonylmethan (MSM), Trennmittel (Magnesiumstearat, Tricalciumphosphat), Farbstoffe: (Titandioxid E171, kupferhaltige Komplexe der Chlorophylline E 141).","100 Kapseln","null","16,90 €","Scitec Nutrition Joint-X, 100 Kaps.","Gelenknahrung","https://www.fitmart.de/Vitalstoffe/Gelenknahrung/"
"1578067122-913","https://www.fitmart.de/Naehrstofftiming/","Nährstofftiming","3","https://www.fitmart.de/Naehrstofftiming/Pre-Workout/3/#bb_artlist","Details","https://www.fitmart.de/Naehrstofftiming/Pre-Workout/Olimp-RedWeiler-480g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_olimp_redweilern_1.jpg","RedWeiler von Olimp   ist eine wirksame und innovative Pre-Workout und Pump Supplement Formula. Olimp RedWeiler enthält unter anderem AAKG und Citrullin Malat für den Muskelpump, Creatine und Beta-Alanin für mehr Kraft- und Ausdauerleistung sowie Koffein und Tyrosin für den mentalen Fokus. Olimp RedWeiler ist vor allem für den ambitionierten Bodybuilder und Kraftsportler gedacht, für den Athleten welcher mehr in harten Workouts erreichen will und höhere Gewichte stemmt. Olimp RedWeiler - RIP YOUR MUSCLES UP!   Hinweis: hoher Koffeingehalt! Nicht für coffeinempfindliche Personen geeignet! Info Koffeingehalt pro Portion: bei 6g Pulver in Wasser: 100mg Koffein; bei 12g Pulver in Wasser: 200mg Koffein, bei 18g Pulver in Wasser: 300mg Koffein.","Nährwerte Blueberry Medness pro Portion 12 g Pulver pro Portion 18 g Pulver   L-Armageddon Pump Formula 4702 mg 7053 mg   L-Arginine- Alpha-Ketoglutarat 2200 mg 3300 mg   Citrulin- Malat 1500 mg 2250 mg   Natriumcitrat 1000 mg 1500 mg   davon Natrium 230 mg 345 mg   Vitamin B6 1,87 mg 2,8 mg   Berserkers Performance Blend 5080 mg 7620 mg   Beta-Alanin 2200 mg 3300 mg   Creatin-Monohydrat 1500 mg 2250 mg   Creatin-Malat 700 mg 1050 mg   davon Creatin 1845 mg 2767,5 mg   Calciumphosphat 646 mg 969 mg   davon Calcium 187,3 mg 281 mg   davon Phosphor 145,3 mg 218 mg   Niacin 32 mg 48 mg   Vitamin B1 1,83 mg 2,75 mg   Red FURY Matrix 520 mg 780 mg   L-Tyrosine 300 mg 450 mg   Koffein 200 mg 300 mg   Cayennepfeffer-Extrakt 14 mg 21 mg   davon Capsaicin 1,1 mg 1,7 mg   Schwarzer Pfeffer-Extrakt 6 mg 9 mg   davon Piperin 5,7 mg 8,6 mg","Beta-Alanin, L-Arginin-Alpha-Ketoglutarat, Citrullin-Malat, Kreatin-Monohydrat, Natriumcitrat, Aroma, Säureregulator Citronensäure, Calciumphosphat, , Kreatin-Malat, Trennmittel Siliciumdioxid, L-Tyrosin, Koffein, Säureregulator Äpfelsäure, Süßstoffe Acesulfam K und Sucralose, Nicotinamid, Cayennepfefferextrakt (Capsicum annuum L.), Schwarzer Pfefferextrakt (Piper nigrum L.), Verdickungsmittel Carboxymethylcellulose,Pyridoxinhydrochlorid, Thiaminhydrochlorid.","480g","Blueberry Madness","29,90 €","Olimp RedWeiler, 480g","Pre-Workout","https://www.fitmart.de/Naehrstofftiming/Pre-Workout/"
"1578068798-1734","https://www.fitmart.de/Eiweissriegel/","Eiweißriegel","","","Details","https://www.fitmart.de/Eiweissriegel/Proteinriegel/Mars-Hi-Protein-Bar-1-Riegel-66g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_mars_proteinriegel2_1.jpg","Mars Protein Riegel von Mars   - der Traum eines jeden Sportlers wird wahr, den beliebten Schokoriegel gibt es nun mit der Extra-Portion Eiweiß. Mars Protein Riegel ist eine Kombination aus hochwertigen Proteinen, Karamell und Schokolade. Genieße den Riegel als proteinreichen Snack zu jeder Zeit, perfekt nach dem Training und für unterwegs geeignet.","Nährwerte  pro 1 Riegel 59 g   Brennwerte  867 kJ / 207 kcal   Fett  4,8 g   davon gesättigte Fettsäuren  2,7 g   Kohlenhydrate  23 g   davon Zucker  14 g   Protein  20 g   Salz  0,41 g","Proteinmischung (27%) (Sojaproteinisolat, Milchproteinisolat, Magermilchpulver, Molkenproteinkonzentrat (Milch), Ei-Albumin, Emulgator (Sojalecithin E476)), Karamell (16%) (Kondensmilch, Glukosesirup, Invertzuckersirup, Palmöl, Butter (Milch), Zucker, Emulgator (E471), Stabilisator (Pektin), Salz, natürliches Aroma), Milchschokolade (15%) (Zucker, Kakaobutter, Magermilchpulver, Kakaomasse, Laktose und Protein aus Molke (Milch), Palmfett, Molkenpulver (Milch), Milchfett, Emulgator (Sojalecithin), Natürlicher Vanilleextrakt), Hydrolysiertes Kollagen (12%), Feuchthaltemittel (Glycerin), Fructo-Oligosaccharid, Feuchthaltemittel (Maltitol), Aromen, Fettreduziertes Kakaopulver, Gerstenmalzextrakt, Salz.","1 Riegel","null","2,29 €","Mars Hi Protein Bar, 1 Riegel, 59g","Proteinriegel","https://www.fitmart.de/Eiweissriegel/Proteinriegel/"
"1578069596-2104","https://www.fitmart.de/Eiweisspulver/","Eiweißpulver","","","Details","https://www.fitmart.de/Eiweisspulver/Whey-Protein/ESN-Fruity-Whey-Isolate-1000g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_fruitywhey_1000g_1.jpg","Fruity Whey Isolate von ESN (Elite Sports Nutrients - Made in Germany) 
 ist ein extrem hochwertiges Whey Protein Isolat. Qualität und Geschmack sind auf höchstem Niveau! 
 Ein auf trockener Basis 98-prozentiges Whey Protein Isolate, kalt schonend durch „cross flow microfiltration“ gewonnen, wurde zusätzlich mit ultramikronisierten BCAAs optimiert! Dadurch verfügt Fruity Whey Isolate nicht nur über ein eindrucksvolles Aminosäurenprofil mit mehr als 30 g BCAAs pro 100 g Pulver, sondern auch über alle „empfindlichen“ bioaktiven Bestandteile wie Alpha- und Beta-Lactoglobuline, Immunoglobuline, Lactoferrin und Glykomakropeptide. 
 Zudem ist es pro Portion (30 g) praktisch fett- und kohlenhydratfrei! Diäten und Definitionsphasen können mit Fruity Whey Isolate optimal unterstützt werden! 
 Ein einzigartiges Highlight ist auch der ausgezeichnet fruchtige Geschmack und die perfekte und schaumarme Löslichkeit in Wasser. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN Fruity Whey Isolate wird in Deutschland nach höchstem Standard produziert.","Nährwerte (alle Geschmacksrichtungen*)
pro 30 g Pulver
pro 100 g Pulver 

Brennwerte
456 kJ / 109 kcal
1519 kJ / 364 kcal 

Fett
< 0,1 g
< 0,1 g 

davon gesättigte Fettsäuren
< 0,1 g
< 0,1 g 

Kohlenhydrate
0,34 g
1 g 

davon Zucker
< 0,1 g
0,3 g 

Protein
27 g
90 g 

Salz
< 0,1 g
< 0,1 g 



 

*Nährwerte Fresh Pineapple
pro 30 g Pulver
pro 100 g Pulver 

Brennwerte
456 kJ / 109 kcal
1519 kJ / 364 kcal 

Fett
< 0,1 g
< 0,1 g 

davon gesättigte Fettsäuren
< 0,1 g
< 0,1 g 

Kohlenhydrate
0,34 g
1 g 

davon Zucker
< 0,1 g
0,3 g 

Protein
26,7 g
89 g 

Salz
< 0,1 g
< 0,1 g","Molkenprotein-Isolat, Verzweigtkettige Aminosäuren 2:1:1 (L-Leucin, L-Isoleucin, L-Valin) (10%), Säuerungsmittel (Citronensäure), Aroma, Süßungsmittel (Sucralose, Acesulfam K, Natriumcyclamat, Natriumsaccharin), Farbstoff (Beta Carotin).","1000g","Fresh Orange","29,90 €","ESN Fruity Whey Isolate, 1000g","Whey Protein","https://www.fitmart.de/Eiweisspulver/Whey-Protein/"
"1578069681-2163","https://www.fitmart.de/Eiweisspulver/","Eiweißpulver","","","Details","https://www.fitmart.de/Eiweisspulver/Whey-Protein/ESN-Designer-Whey-1000g-Standbeutel.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_designerwhey_1000g_1.jpg","Das Designer Whey von ESN (Elite Sports Nutrients - Made in Germany) 
 ist ein sehr hochwertiges Whey Protein Pulver und ist der Bestseller im Fitmart Shop! 
 Protein ist die meistverwendete Nahrungsergänzung im Sport und das nicht ohne Grund. Für den Muskelaufbau sind die enthaltenen Aminosäuren unabdingbar. Das ESN Designer Whey ist ein hochwertiges Whey, das aus nicht denatuiertem Whey Konzentrat und CFM Whey Isolat besteht. Der Anteil vom Whey Isolat beträgt über 30%, es enthält zudem einen hohen Proteingehalt, hat wenig Kohlenhydrate (lactosearm) und wenig Fett. 
 Da der Körper Protein im Gegensatz zu Kohlenhydraten und Fetten nicht speichern kann ist regelmäßige Aufnahme von hochwertigem Protein notwendig. Ob beim Aufbau von neuer Muskelmasse oder dem Erhalt während einer Diätphase - mit dem ESN Designer Whey erhalten alle Sportler eine hochwertige Proteinquelle. Das Whey ist außerdem reich an BCAA, enthält kein Aspartam, löst sich perfekt auf und wird in vielen köstlichen Geschmacksrichtungen angeboten. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN Designer Whey wird in Deutschland nach höchstem Standard produziert. Achtung: beachtet unsere Staffelpreise. Ab 2 Einheiten zahlt ihr je Beutel nur 19,90 €, ab 4 Beuteln nur noch je 18,90 €! Hinweis: Das System berechnet den Staffelpreis automatisch im Warenkorb, auch dann wenn ihr zum Beispiel 2 oder 3 verschiedene Geschmacksrichtungen einzeln in den Warenkorb legt.","Mengenstaffelpreise:            19,90 €ab 2 Stück
            18,90 €ab 4 Stück","Molkeneiweißmischung (ultrafiltriertes Molkeneiweißkonzentrat, cross-flow mikrofiltriertes Molkeneiweißisolat), Aromen, Emulgator (Lecithin), Verdickungsmittel (Carrageen), Salz, Süßungsmittel (Acesulfam K, Natriumcyclamat, Natriumsaccharin, Succralose), Sonnenblumenöl.","1000g","Gourmet Chocolate","22,90 €","ESN Designer Whey, 1000g Standbeutel","Whey Protein","https://www.fitmart.de/Eiweisspulver/Whey-Protein/"
"1578067529-1123","https://www.fitmart.de/Trainingsbooster/","Trainingsbooster","2","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/2/#bb_artlist","Details","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/Scitec-Nutrition-Hot-Blood-3-0-820g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_scitec_hotblood3.0_1.jpg","Hot Blood 3.0 von Scitec Nutrition   ist inzwischen in der Bodybuilding Szene ein beliebtes Pre-Workout und Pump Supplement. Scitec Nutrition Hot Blood 3.0 enthält unter anderem hochwertige Creatine Formen, L-Arginin, L-Tyrosin, Taurin, Carnitine und Koffein. Scitec Nutrition Hot Blood 3.0 ist ein Booster, erhöht den mentalen Fokus, liefert mehr Energie und Power in Trainingseinheiten. Scitec Nutrition Hot Blood 3.0 ist für den Aufbau von Muskelmasse, bei trainierenden Bodybuilder und Kraftsportler mit Gewichtstraining.","Nährwerte Blood Orange   pro Portion 20 g Pulver   Niacin  35 g   Biotin  7,5 μg   Folsäure  30 μg   Magnesium  56 mg   Antioxidans-Komplex  230 mg   Grüntee Extrakt  200 mg   Traubenkern Extrakt  20 mg   Alpha Liponsäure   10 mg   Multi Creatin Matrix*  4500 mg   davon Creatin  3929 mg   Coffein  300 mg   Hot Blood Multi Complex  7138 mg   Maltodextrin  4600 mg   L- Arginin Alpha Ketoglutarat AAKG   1200 mg   Beta Alanin  500 mg   Coffein  283 mg   Acetyl L- Carntin HCI  250 mg   L- Citrullin DL- Malat  200 mg   L- Carnitin Tartrat  50 mg   Schwarzer Pfeffer Extrakt  5 g","Creatin Monohydrat, Kre Alkalyn (gepuffertes Creatin Monohydrat), Creatin Pyruvat, Creatin Citrat, MicronTec (mikronisiertes Creatin Monohydrat).","820g","Orange-Maracuja","29,90 €","Scitec Nutrition Hot Blood 3.0, 820g","Pre-Workout Booster","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/"
"1578065605-163","https://www.fitmart.de/Superfoods/","Superfoods","","","Details","https://www.fitmart.de/Superfoods/Pulver/Scitec-Nutrition-Vita-Greens-and-Fruits-mit-Stevia-360g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_scitec_vitagreensstevia_1.jpg","Vita Greens and Fruits mit Stevia von Scitec Nutrition   besitzt eine spezielle Greens-Formel, die natürliche Zutaten mit vielen Vitaminen und Mineralien verspricht. Mit nur 1 Portion werden Nährstoffe von 18 verschiedenen Gemüse- und 8 verschiedenen Fruchtsorten aufgenommen. Das Produkt ist gesüßt mit Stevia.   Zudem sind auch Verdauungsenzyme, Astragin® und eine gute Dosis von „adaptogenen” Pflanzen enthalten. Das Weizengras und Spirulina helfen zusätzlich das Körpergewicht zu kontrollieren, indem das Hungergefühl unterstützend reduziert werden kann. Die Rheishi-Pilze stärken die natürliche Abwehrkraft und das Gerstengras schützt die Zellen vor oxidativen Schäden. Scitec Vita Greens and Fruits ist eine sehr wertvolle Ergänzung für alle stark aktiven Sportler, die wenig Obst und Gemüse essen, aber ihren Körper mit wichtigen Nährstoffen versorgen möchten.","Nährwerte  pro Portion 12 g Pulver   Vitamin A  582 μg   Vitamin B1 (Thiamin)  0,8 mg   Vitamin B2 (Riboflavin)  1,02 mg   Niacin  11,6 mg   Panthotensäure  4,57 mg   Vitamin B6 (Pyridoxin)  1,02 mg   Biotin  36,4 μg   Folsäure  145 μg   Vitamin B12 (Cobalamin)  1,81 μg   Vitamin C (L-Ascorbinsäure)  58,2 mg   Vitamin D3 (Cholecalciferol)  3,65 μg   Vitamin E (α-Tocopherol)  8,76 mg   Chrom  14,98 μg   Kupfer  0,36 mg   Jod  54,7 μg   Eisen  10,2 mg   Mangan  1,45 mg   Molybdän  36,3 μg   Selen  20 μg   Zink  7,27 mg   Ballaststoffe  2,98 g   Adaptogene Mischung  2444 mg   davon Spirulina  1455 mg   davon Gerstengrass  291 mg   davon Chlorella  291 mg   davon Weizengras  291 mg   davon Reishi Pilze  116 mg   Bio HiFiber VitaBerry® Mischung*  1600 mg   Bio HiFiber VitaVeggie® Mischung**  1600 mg   Verdauungsenzyme und Absorptionsmischung  61,84 mg   davon Bromelain  29,1 mg   davon Papain  29,1 mg   davon AstraGin®***  3,64 mg","Bio Apfel [Fruchtfleisch], Bio Erdbeere, Bio Sauerkirsche, Bio Brombeere, Bio Heidelbeere, Bio Himbeere, Bio Banane, Bio Reis.","360g","Apfel","26,90 €","Scitec Nutrition Vita Greens and Fruits mit Stevia, 360g","Pulver","https://www.fitmart.de/Superfoods/Pulver/"
"1578065077-11","https://www.fitmart.de/Vitalstoffe/","Vitalstoffe","","","Details","https://www.fitmart.de/Vitalstoffe/Glucosamin/Olimp-Gold-Glucosamine-1000-60-Kaps.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_olimp_goldglucosamin2_1.jpg","Gold Glucosamine 1000 von Olimp   bestehen aus einem hochwertigen Glucosaminsulfat und sind optimiert mit Vitamin C. Olimp Gold Glucosamine 1000 ist eine Gelenkformula - konzipiert für stark aktive Athleten.   Glucosamin ist ein wichtiger Bestandteil vom Bindegewebe, das für den Aufbau und Erhalt von Knorpel, Sehnen und Bändern benötigt wird. Eine Supplementierung mit Glucosamin unterstützt die Regeneration und Bildung von Knorpelgewebe.   Olimp Gold Glucosamine 1000 sind in der praktischen Blister Verpackung erhältlich. Somit können die Kapseln ganz leicht an jedem Ort eingenommen werden. Olimp Gold Glucosamine 1000 ist ein weiteres Qualitätsprodukt aus dem Hause Olimp.","Nährwerte  pro 1 Kapsel   Glucosominsulfat 2 KCI  950 mg   davon Glucosamin  398 mg   Vitamin C  30 mg","82,6% Glucosaminsulfat 2KCl (aus Krebstieren), 2,6% L-Ascorbinsäure - Vit. C, Füllstoff - mikrokristalline Cellulose, Trennmittel - Magnesiumstearat, Kapsel (Gelatine, Farbstoff: E171).","60 Kapseln","null","9,90 €","Olimp Gold Glucosamine 1000, 60 Kaps.","Glucosamin","https://www.fitmart.de/Vitalstoffe/Glucosamin/"
"1578067868-1282","https://www.fitmart.de/Creatin/","Creatin","","","Details","https://www.fitmart.de/Creatin/Creatin-Matrix/Peak-Createston-Classic-1648g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_peak_createston_classic2_1.jpg","Createston Classic von Peak   ist eine einzigartige Kombination wichtiger Inhaltsstoffe für den ambitionierten Bodybuilder und Kraftsportler. Ideale Form und bequeme Einnahme aller wichtigen Nährstoffe für einen effektiven Muskelaufbau.   Createston ist das modernste All-in-One Sportsupplement aller Zeiten, das als optimiertes Upgrade nun über 70 der wichtigsten Nährsubstrate synergetisch in einem Produkt vereint. Mit der optimierten Kohlenhydratmenge, einer speziellen Creatin Matrix, dem Einsatz von Citrullin Malat und dem Hinzufügen wertvoller Extrakte der Sporternährung (Tribulus Terrestris, Zimt- & Bittermelon-Extrakt sowie Garcinia Cambogia) manifestiert Createston seine Position als Europas No. 1 All-One Sportsupplement.   Wer als Sportler eine Vollversorgung anstrebt, der ist mit Createston bestens bedient. Das legendäre All-in-One Produkt bietet eine Komplex-Formula aus über 70 Schlüsselsubstraten der modernen Sporternährung. Createston lebt von einem einzigartigen Nährstoffsynergismus und lässt bei Sportlern aller Sportarten keine Wünsche offen. Ob Leistungssteigerung, Support in Sachen Muskelaufbau, Erhaltung regulärer Hormonlevel oder Regeneration: Createston überzeugt auf ganzer Linie.","Nährwerte Cherry  pro 100 g Pulver   Brennwerte  1272 kJ / 299 kcal   Fett  0,9 g   davon gesättigte Fettsäuren  0,5 g   Kohlenhydrate  42,9 g   davon Zucker  13,1 g   Protein  29,7 g   Salz  1,1 g   
   Inhaltsstoffe  pro 100 g Pulver   Vitamin A  2330 µg   Vitamin D  15 µg   Vitamin E  35 mg   Vitamin K  218 µg   Vitamin C  485 mg   Thiamin  3,2 mg   Riboflavin  4,1 mg   Niacin  47 mg   Vitamin B6  4,1 mg   Folsäure  583 µg   Vitamin B12  7,3 µg   Biotin  146 µg   Pantothensäure  17 mg   Kalium  291 mg   Calcium  253 mg   Phosphor  117 mg   Magnesium  97 mg   Eisen  4,9 mg   Zink  15 mg   Kupfer  1 mg   Mangan  1,9 mg   Selen  53 µg   Chrom  39 µg   Molybdän  49 µg   Jod  49 µg   L-Leucin  7767 mg   L-Glutamin + Glutaminsäure  4854 mg   Glycin  3398 mg   L-Valin  2913 mg   L-Phenylalanin  1165 mg   L-Asparaginsäure  1165 mg   L-Lysin  1068 mg   L-Isoleucin  971 mg   L-Arginin  971 mg   L-Histidin  971 mg   L-Methionin  825 mg   L-Threonin  728 mg   L-Alanin  650 mg   L-Prolin  631 mg   L-Serin  456 mg   L-Tyrosin  379 mg   L-Cystin - L-Cystein   350 mg   L-Tryptophan  214 mg   Hydroxylysin  214 mg   Hydroxyprolin  49 mg   Hi-Mol Glucosepolymer  29126 mg   D-Glucose Monohydrat  14563 mg   Molkenproteinisolat (ß-Lactoglobulin-Fraktion)  9709 mg   Creatine-Pyruvat  2330 mg   Creatin-Citrat  2330 mg   Creatin Gesamt   2913 mg   Kollagenes Hydrolysat  1456 mg   L-Carnitin-Tartrat  1427 mg   davon L-Carnitin gesamt  971 mg   L-Citrullin-Malat  1359 mg   davon L-Citrullin  971 mg   Taurin  971 mg   Inosin  971 mg   Ribose  971 mg   Garcinia Cambogia  971 mg   Bockshornkleeextrakt  777 mg   davon Saponins  388 mg   Tribulus Terrestris  485 mg   Poligonum-Cuspidatumextrakt  485 mg   davon Trans-Resveratrol  243 mg   Glucosaminsulfat  485 mg   Zimtextrakt  388 mg   Bittermelonenextrakt  243 mg   D-Pinitol  194 mg   Cholin  97 mg   Spinatextrakt  49 mg   Inositol  49 mg   Bromelain  10 mg   Papain  10 mg   Laktase  10 mg   Schwarz-Pfefferextrakt  5 mg","Maisstärke-Hydrolysat, Dextrose-Monohydrat, MOLKENprotein­isolat (beta-lactoglobu­lin­reiche Proteinfraktion), L-Leucin, Säuerungsmittel (Citro­nen­säure, Apfelsäure), L-Gluta­min, Glycin, Kapsel (Bocks­hornklee-Extrakt (Samen), Tribulus Terrestris-Pulver (Frucht), Polygonum Cuspidatum-Extrakt (Rinde), Zimt-Extrakt (Rinde), Kapselhülle (Rindergelatine, Farbstoff: Titan­dioxid), Bittermelonen-Extrakt (Frucht), Trennmittel: Magnesiumsalze von Speisefettsäuren (pflanzlich), Spinat-Extrakt (Blatt), Pfeffer-Extrakt (Samen)), L-Valin, Creatin-Citrat, Creatin-Pyruvat, Natriumcitrat, Kollagen-Hydrolysat (Rind), Aroma, L-Carni­tin­­­tartrat, L-Citrullin-Malat, L-Histidin-Hydrochlorid, Taurin, Inosin, D-Ribose, Garcinia Cam­bogia-Pulver (Fruchtrinde), Vitamin­mischung (L-Ascorbinsäure, Nicotinamid, DL-alpha-Tocopherylacetat, Cal­cium-D-pantothenat, Thiamin­mono­nitrat, Ribo­flavin, Pyridoxin­hydro­chlorid, Retinylacetat, Pteroylmono­glutamin­säure, D-Biotin, Phytomenadion, Chole­calciferol, Cyano­cob­ala­min), L-Phenyl­alanin, L-Arginin-Hydrochlorid, Gluco­samin­sulfat-Kaliumchlorid-Komplex (aus KRUSTEN­TIER­schalen), Calcium­salze der Orthophosphor­säure, Magne­sium­salze der Citro­nen­säure, L-Methionin, Kaliumcitrat, mittelkettige Triglyceride (MCT) aus Kokosnuss- und Palmkernöl, L-Isoleucin, Cholinbitartrat, D-Pinitol, L-Threonin, Süßungs­mittel: Sucralose, Emulgator: SOJAlecithine, Inositol, Zink­citrat, Enzymkomplex (Laktase (aus Aspergillus oryzae), Papain (Papaya), Brome­lain (Ananas)), Eisendiphosphat, Farbstoff: Karmin-Extrakt, Mangan­sul­fat, Kupfer­sulfat, Chrom(III)-chlorid, Natrium­selenat, Natrium­molyb­dat, Natrium­iodid. Information: Eine eventuelle Bildung von Klumpen im Pulver ist der Hygroskopie (feuchtigkeitsbindende Eigenschaft) der Rohstoffe geschuldet und beeinflusst weder Qualität noch Wirkung und Geschmack des Produktes.","1648g","Cherry","44,90 €","Peak Createston Classic, 1648g","Creatin Matrix","https://www.fitmart.de/Creatin/Creatin-Matrix/"
