web-scraper-order,web-scraper-start-url,product-category,pagination,pagination-href,product-url,product-url-href,product-img-src,product-description-long,product-nutrition,product-allergens,product-size,product-flavour,product-price,product-name,category-link,category-link-href
"1578068917-1790","https://www.fitmart.de/Proteinreiche-Lebensmittel/","Proteinreiche Lebensmittel","","","Details","https://www.fitmart.de/Proteinreiche-Lebensmittel/Protein-Snack/Body-Attack-Protein-Truffles-80g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_ba_proteintruffles_1.jpg","Protein Truffles von Body Attack   enthalten viel weniger Zucker als herkömmliche Schokolade oder Pralinen und sind dabei unheimlich lecker. Die Protein Truffles liefern mehr als 30g Protein und sind somit ideal für eine eiweißbetonte Ernährung. Das Produkt ist Low Carb und somit ideal für Sportler die auf eine kalorienarme Ernährung achten.","Nährwerte White Chocolate Coconut pro Portion 10 g pro 100 g   Brennwerte 160 kJ / 38 kcal 1604 kJ / 384 kcal   Fett 1,5 g 15,5 g   davon gesättigte Fettsäuren 1,2 g 12,1 g   Kohlenhydrate 2,7 g 27,1 g   davon Zucker 1 g 10,2 g   davon mehrwertige Alkohole 1,3 g 13,3 g   Ballaststoffe 1,4 g 13,9 g   Protein 3,2 g 32,4 g   Salz <0,1 g 0,16 g","Milcheiweißkonzentrat (20,8%), Isomalto-Oligosaccharid-Sirup aus Tapiokastärke, Kollagenhydrolysat (Rind) (13,4%), Weiße Schokolade (Zucker, Kakaobutter, Vollmilchpulver, Emulgator (Soja-Lecithin), natürliches Aroma)) (13,3%), Feuchthaltemittel (Glycerin), Kokosflocken (9,8%), Kokosfett (3,3%), Molkeneiweißkonzentrat (2,2%), Sprühsahnepulver, Stabilisator (Hydroxypropylmethylcellulose), Emulgator (Soja-Lecithin), Aromen, Süßungsmittel (Sucralose).","80g","White Chocolate Coconut","2,69 €","Body Attack Protein Truffles, 80g","Protein Snack","https://www.fitmart.de/Proteinreiche-Lebensmittel/Protein-Snack/"
"1578068678-1650","https://www.fitmart.de/Eiweissriegel/","Eiweißriegel","2","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/2/#bb_artlist","Details","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/Frey-Nutrition-55er-Protein-Bar-1-Riegel-50g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_frey_55er_proteinbar_1.jpg","55er Protein Bar von Frey Nutrition   enthält einen sehr hohen Proteingehalt und hochwertiges Milchprotein, Whey Protein und Soja Protein Isolat, für den Aufbau von Muskelmasse. Frey Nutrition 55er Protein Bar ist ein proteinreicher Snack mit wenig Carbs und wenig Fett. Dadurch ist der leckere 55er Protein Bar optimal in Diät- und Definitionsphasen.","Nährwerte Blaubeer Joghurt  pro 50 g Riegel   Brennwerte  642 kJ / 154 kcal   Fett  2,9 g   davon gesättigte Fettsäuren  1,0 g   Kohlenhydrate  8,1 g   davon Zucker  0,7 g   davon Polyole  7,4 g   Ballaststoffe  1,9 g   Protein  26,5 g   Salz  0,29 g   L-Carnitin  300 mg   
   Aminosäurenbilanz pro 100 g Protein   Alanin/alanine 5,4 g   Arginin/arginine 8,9 g   Asparaginsäure/aspartic acid 8,3 g   Cystin/cysteine 2,9 g   Glutaminsäure/glutamic acid 17,1 g   Glycin/glycine 3,7 g   Histidin/histidine 2,2 g   Isoleucin/isoleucine (BCAA) 5,7 g   Leucin/leucine (BCAA) 9,6 g   Lysin/lysine 5,9 g   Methionin/methionine 2,5 g   Phenylalanin/phenlyalanine 3,9 g   Prolin/proline 4,1 g   Serin/serine 4,7 g   Threonin/threonine 3,3 g   Tryptophan/tryptophan 2,5 g   Tyrosin/tyrosine 3,7 g   Valin/valine (BCAA) 5,6 g","Protein-Matrix (Molkenprotein-Isolat, Milchprotein, Sojaprotein-Isolat), Feuchthaltemittel (Glycerin), Proteinhydrolysat, weiße Schokolade (Kakaobutter, Süßungsmittel (Maltit), Magermilchpulver), Aroma, Füllstoff (Polydextrose), Heidelbeeren, Joghurtpulver, L-Carnitin, Säuerungsmittel (Weinsäure), Emulgator (Soja-Lecithin), Süßungsmittel (Sucralose).","1 Riegel","Stracciatella","1,75 €","Frey Nutrition 55er Protein Bar, 1 Riegel, 50g","Low Carb Protein Riegel","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/"
"1578066924-765","https://www.fitmart.de/Naehrstofftiming/","Nährstofftiming","","","Details","https://www.fitmart.de/Naehrstofftiming/Post-Workout/GN-Laboratories-BCCA-Xtreme-8-1-1-500g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_gn_bcaa_xtend_1.jpg","BCCA Xtend 8:1:1 von GN Laboratories   .   Eine wertvolle Unterstützung sind BCAA Xtreme besonders in der Diät- oder Muskelaufbauphase. Die BCAAs gehören zu den essentiellen Aminosäuren und werden für den Erhalt der Muskeln benötigt. Zudem sind sie für Wachstum, Entwicklung und Gesunderhaltung von Körper/ Körpergewebe und Körperfunktionen notwendig.   Die drei wichtigen Aminosäuren Leucin, Isoleucin und Valin liegen im Verhältnis 8:1:1 vor. Diese Formel basiert auf den neuesten Erkenntnissen der Wissenschaft. Eine höhere Dosierung von Leucin bringt keine Vorzüge mit sich. Zur Unterstützung des Immunsystems wurden BCAA Xtreme probiotische Bakterien beigesetzt.   BCAA Xtreme sind in verschiedenen leckeren Geschmacksrichtungen erhältlich.","Nährwerte  pro Portion 10 g Pulver   Brennwerte  112 kJ / 26 kcal   Fett  < 0,1 g   davon gesättigte Fettsäuren  < 0,1 g   Kohlenhydrate  < 0,1 g   davon Zucker  < 0,1 g   Ballaststoffe  0,86 g   Protein  < 0,1 g   Salz  < 0,1 g   L-leucine  5000 mg   L-glutamine  1000 mg   L-citrulline  1000 mg   L-valine  626 mg   L-isoleucine  626 mg   Vitamin B6  2 mg   Inulin  982 mg   Bifidobacterium bifidum  3x109cfu","50% L-Leucin, 10% L-Citrullin, 10% L-Glutamin, 6,3% L-Valin, 6,3% L-Isoleucin, Säurungsmittel: Zitronensäure, Inulin (aus der Zichorie), Aroma (Himbeer, Pfirsich), Süßungsmittel Sucralose, Maracuafruchtpulver, Aroma (Orange) Säureregulator: Natriumcarbonate, Bifidobacterium bifidum, Pyridoxinhydrochlorid.","500g","Grüner Apfel","24,90 €","GN Laboratories BCCA Xtreme 8:1:1, 500g","Post-Workout","https://www.fitmart.de/Naehrstofftiming/Post-Workout/"
"1578067397-1055","https://www.fitmart.de/Trainingsbooster/","Trainingsbooster","2","https://www.fitmart.de/Trainingsbooster/NO-Booster/2/#bb_artlist","Details","https://www.fitmart.de/Trainingsbooster/NO-Booster/Weider-Total-Rush-2-0-375g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_weider_rush2.0_1.jpg","Total Rush 2.0 von Weider   ist eine innovative Pre-Workout und NO Booster Formula für intensive Trainingseinheiten im Bodybuilding und Kraftsport. Weider Total Rush besteht unter anderem aus L-Citrullin, Creatin, Beta-Alanin, Taurin, Tyrosin und Koffein. Weider Total Rush verstärkt den Muskelpump und hebt den mentalen Fokus an.","Nährwerte Cranberry  pro Portion 25 g Pulver   L-Citrullin  6000 mg   L-Arginin  4600 mg   Creatin Monohydrat  3400 mg   Beta-Alanin  3300 mg   N-Acetyl-L-Tyrosin  1000 mg   Taurin  1000 mg   L-Glycin  1000 mg   Körneramaranthextrakt (Oxystorm®)  300 mg   Koffein  300 mg   L-Alanyl-L-Glutamin (Sustamine®)  200 mg   Ginkgo Biloba  120 mg   L-Theanin  50 mg   Vitamin D  1,25 µg   Vitamin C  200 mg   Niacin  16 mg   Vitamin B6  0,7 mg   Vitamin B12  1,25 µg   Calcium  220 mg   Zink  5 mg","L-Citrullin Malat, L-Arginin Base, Kreatinmonohydrat, Beta-Alanin, N-Acetyl-L-Tyrosin, Taurin, L-Glycin, Säuerungsmittel: Citronensäure; Calciumcarbonat, Körneramaranthextrakt (Amaranthus Hypochondriacus - Oxystorm®), L-Alanyl-L-Glutamin (Sustamine®), Koffein, Ginkgoblattpulver, Aroma, Vitamin C, Trennmittel: Siliciumdioxid; Säureregulator: Kaliumphosphate; L-Theanin, Maltodextrin, Süßungsmittel: Acesulfam-K, Natriumcyclamat, Saccharin-Natrium, Sucralose; Sonnenblumenöl, Niacin, Zinkoxid, Vitamin B12, Vitamin B6, Vitamin D, Farbstoff: E150c.","375g","Cranberry","29,59 €","Weider Total Rush 2.0, 375g","NO Booster","https://www.fitmart.de/Trainingsbooster/NO-Booster/"
"1578066760-700","https://www.fitmart.de/Diaetprodukte/","Diätprodukte","2","https://www.fitmart.de/Diaetprodukte/L-Carnitin/2/#bb_artlist","Details","https://www.fitmart.de/Diaetprodukte/L-Carnitin/Scitec-Nutrition-Carni-Complex-60-Kaps.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_scitec_carnico2_fitmart_1.jpg","Carni Complex von Scitec Nutrition   enthält hochwertiges L-Carnitin und Acetyl-L-Carnitin (ALC). Scitec Nutrition Carni Complex Carnitin Kapseln eignen sich ideal für Athleten in Diätphasen an. Scitec Nutrition Carni Complex ist ein effektives Supplement zur Unterstützung zum Abbau von Körperfett bei sportlicher Aktivität.","Nährwerte  pro 1 Kapsel   L-Carnitin  1000 mg   davon Carnitin  679 mg   Acetyl-L-Carnitin (ALC)  200 mg   davon Carnitin  131 mg","L-Carnitin L-Tartrat, Acetyl L-Carnitin Hydrochlorid, Rindergelatine (Kapsel), Trennmittel Magnesiumstearat, Farbstoffe: E 171, E 151, E 172.","60 Kapseln","null","14,90 €","Scitec Nutrition Carni Complex, 60 Kaps.","L-Carnitin","https://www.fitmart.de/Diaetprodukte/L-Carnitin/"
"1578067282-991","https://www.fitmart.de/Naehrstofftiming/","Nährstofftiming","","","Details","https://www.fitmart.de/Naehrstofftiming/Pre-Workout/ESN-EAA-500g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_eaa_freshpineapple_1.jpg","EAA von ESN (Elite Sports Nutrients - Made in Germany) 
 ist eines der besten und hochwertigsten EAA Aminosäuren Pulver am Markt. EAA bestehen aus einer ultramikronisierten Form und der höchsten Konzentration an EAA Aminosäuren. Die Vorteile von ultramikronisierten EAAs ist die perfekte Löslichkeit beim Zubereiten und die schnelle Resorption vom Körper. 
 ESN EAA sind essentielle Aminosäuren die unser Körper nicht selbst bilden kann. EAAs sind daher vor allem für Sportler von Vorteil. EAAs sind in Muskelaufbauphasen und in Diätphasen ideal und versorgen die Muskulatur vor allem während des harten Workouts schnell mit wichtigen Aufbaunährstoffen. ESN EAA enthalten nur wenig Kohlenhydrate und keine Lactose und sind dadurch perfekt in Definitionphasen geeignet. 
 ESN EAA gibt es in hervorragenden Geschmacksrichtungen, die sich von anderen Produkten abheben. Der fertig angemischte Amino Juice wird ""saftähnlich"" und ist so schmackhaft, dass EAA vor allem während der Trainingseinheiten als Intra-Workout Drink geeignet ist. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN EAA wird in Deutschland nach höchstem Standard produziert.","Nährwerte
pro Portion 14 g Pulver
pro 100 g Pulver 

Brennwerte
201 kJ / 48 kcal
1424 kJ / 340 kcal 

Fett
0,28 g
2 g 

davon gesättigte Fettsäuren
< 0,1 g
0,2 g 

Kohlenhydrate
0,5 g
3,6 g 

davon Zucker
0,5 g
3,6 g 

Ballaststoffe
0 g
0 g 

Protein
0 g
0 g 

Salz
0 g
0 g 



 

Aminosäurenbilanz (EAAs)
pro Portion 14 g Pulver
pro 100 g Pulver 

L-Leucin
3,5 g
26,6 g 

L-Isoleucin
1,1 g
8,7 g 

L-Valin
1,1 g
8,7 g 

L-Lysin
2,3 g
17,3 g 

L-Methionin
0,4 g
2,8 g 

L-Threonin
1,1 g
8,6 g 

L-Phenylalanin
0,3 g
2 g 

L-Tryptophan
0,3 g
2,1 g","L-Leucin, L-Lysin, L-Isoleucin, L-Valin, L- Methionin, L-Threonin, L-Tryptophan, LPhenylalanin, Säuerungsmittel (Citronensäure), Farbstoff (Beta Carotin), Aroma, Süßungsmittel (Sucralose, Acesulfam K, Natriumcyclamat, Natriumsaccharin), Emulgator (Lecithin).","500g","Fresh Pineapple","29,90 €","ESN EAA, 500g","Pre-Workout","https://www.fitmart.de/Naehrstofftiming/Pre-Workout/"
"1578067461-1094","https://www.fitmart.de/Trainingsbooster/","Trainingsbooster","","","Details","https://www.fitmart.de/Trainingsbooster/NO-Booster/Cellucor-C4-390g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_cellucor_c4_neu_1.jpg","C4 von Cellucor   ist eine bewährte und innovative Pre-Workout und Pump Supplement Formula. Cellucor C4 enthält unter anderem AAKG, Creatine Nitrate, Beta-Alanine, L-Tyrosine und Koffein. Cellucor C4 verstärkt den Muskelpump und den mentalen Fokus im harten Training. Cellucor C4 kann Stagnation verhindern. Cellucor C4 unterstützt den Muskelaufbau bei Muskeltraining. Cellucor C4 ist vor allem für Bodybuilder und Kraftsportler gedacht.","Nährwerte Fruit Punch  pro Portion 6,5 g Pulver   Vitamin C  250 mg   Niacin  30 mg   Vitamin B6  500 mcg   Folic Acid  150 mcg   Vitamin B12  20 mcg   Beta Alanine  1600 mg   Creatine Nitrate  1000 mg   Arginine AKG  1000 mg   Explosive Energy Blend  321 mg   Caffeine (160mg), L-Tyrosine, TeaCor Tetramethyluric Acid","Citric Acid, Polydextrose, Natural & Artificial Flavors, Calcium Silicate, Silicon Dioxide, Sucralose, Acesulfame Potassium, FD&C Red Lake #40.","390g","Icy Blue Raspberry","29,90 €","Cellucor C4, 390g","NO Booster","https://www.fitmart.de/Trainingsbooster/NO-Booster/"
"1578067564-1149","https://www.fitmart.de/Trainingsbooster/","Trainingsbooster","2","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/2/#bb_artlist","Details","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/Weider-Total-Rush-2-0-375g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_weider_rush2.0_1.jpg","Total Rush 2.0 von Weider   ist eine innovative Pre-Workout und NO Booster Formula für intensive Trainingseinheiten im Bodybuilding und Kraftsport. Weider Total Rush besteht unter anderem aus L-Citrullin, Creatin, Beta-Alanin, Taurin, Tyrosin und Koffein. Weider Total Rush verstärkt den Muskelpump und hebt den mentalen Fokus an.","Nährwerte Cranberry  pro Portion 25 g Pulver   L-Citrullin  6000 mg   L-Arginin  4600 mg   Creatin Monohydrat  3400 mg   Beta-Alanin  3300 mg   N-Acetyl-L-Tyrosin  1000 mg   Taurin  1000 mg   L-Glycin  1000 mg   Körneramaranthextrakt (Oxystorm®)  300 mg   Koffein  300 mg   L-Alanyl-L-Glutamin (Sustamine®)  200 mg   Ginkgo Biloba  120 mg   L-Theanin  50 mg   Vitamin D  1,25 µg   Vitamin C  200 mg   Niacin  16 mg   Vitamin B6  0,7 mg   Vitamin B12  1,25 µg   Calcium  220 mg   Zink  5 mg","L-Citrullin Malat, L-Arginin Base, Kreatinmonohydrat, Beta-Alanin, N-Acetyl-L-Tyrosin, Taurin, L-Glycin, Säuerungsmittel: Citronensäure; Calciumcarbonat, Körneramaranthextrakt (Amaranthus Hypochondriacus - Oxystorm®), L-Alanyl-L-Glutamin (Sustamine®), Koffein, Ginkgoblattpulver, Aroma, Vitamin C, Trennmittel: Siliciumdioxid; Säureregulator: Kaliumphosphate; L-Theanin, Maltodextrin, Süßungsmittel: Acesulfam-K, Natriumcyclamat, Saccharin-Natrium, Sucralose; Sonnenblumenöl, Niacin, Zinkoxid, Vitamin B12, Vitamin B6, Vitamin D, Farbstoff: E150c.","375g","Orange","29,59 €","Weider Total Rush 2.0, 375g","Pre-Workout Booster","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/"
"1578068654-1628","https://www.fitmart.de/Eiweissriegel/","Eiweißriegel","2","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/2/#bb_artlist","Details","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/Weider-Low-Carb-Protein-Bar-1-Riegel-50g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_weider_lowcarbbar50_neu_1.jpg","Low Carb High Protein Bar von Weider 
 jetzt auch als 50g Riegel! 
 Weider Low Carb High Protein Bar erfüllt die Nährwertempfehlung in der Definitionsphase. Durch seinen sehr hohen Anteil an Proteinen schützt er vor Muskelabbau. Der geringe Kohlenhydratanteil unterstützt das Durchhalten der Definitionsphase. 
 Weider Low Carb High Protein Bar enthält nur 2g NET CARBS. Dies sorgt für einen gleichmäßigen Energiefluss. Herkömmliche Riegel enthalten mindestens 40g NET CARBS. Als NET CARBS werden Kohlenhydrate bezeichnet, die den Blutzuckerspiegel ansteigen lassen, z.B. Zucker. Je weniger NET CARBS in der Definitionsphase, desto besser. Das enthaltene Milchprotein liefert für lange Zeit Protein, dies ist besonders wichtig während der Diät. 
 Das enthaltene Sojaproteinisolat hat sich zur Unterstützung der Definitionsphase bewährt. Isolate enthalten gegenüber Konzentraten kaum Kohlenhydrate und Fett. Weitere Studienergebnisse weisen daraufhin, dass Sojaproteinisolate günstige Effekte in der Diät auf die Muskulatur ausüben können.","Nährwerte Chocolate
pro 50 g Riegel
pro 100 g 

Brennwerte
671 kJ / 160 kcal
1342 kJ / 321 kcal 

Fett
4,5 g
8,9 g 

davon gesättigte Fettsäuren
2,4 g
4,7 g 

Kohlenhydrate
10,8 g
22 g 

davon mehrwertige Alkohole
9,3 g
19 g 

davon Zucker
1,2 g
2,4 g 

Protein
20 g
40 g 

Salz
0,44 g
0,87 g","18% Vollmilchschokolade (Süßungsmittel: Maltit; Kakaobutter, Vollmilchpulver, Kakaomasse, Emulgator: Soja-Lecithine; Aroma), Milcheiweiß, Kollagenhydrolysat, Feuchthaltemittel: Glycerin; Füllstoff: Polydextrose; Sojaeiweiß, Oligofruktose, Olivenöl, 1,5% fettarmes Kakaopulver, Aroma, Emulgator: Soja-Lecithine; Süßungsmittel: Sucralose.","1 Riegel","Latte Macciato","1,59 €","Weider Low Carb Protein Bar, 1 Riegel, 50g","Low Carb Protein Riegel","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/"
"1578066992-817","https://www.fitmart.de/Naehrstofftiming/","Nährstofftiming","","","Details","https://www.fitmart.de/Naehrstofftiming/Intra-Workout/GN-Laboratories-BCCA-Xtreme-8-1-1-500g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_gn_bcaa_xtend_1.jpg","BCCA Xtend 8:1:1 von GN Laboratories   .   Eine wertvolle Unterstützung sind BCAA Xtreme besonders in der Diät- oder Muskelaufbauphase. Die BCAAs gehören zu den essentiellen Aminosäuren und werden für den Erhalt der Muskeln benötigt. Zudem sind sie für Wachstum, Entwicklung und Gesunderhaltung von Körper/ Körpergewebe und Körperfunktionen notwendig.   Die drei wichtigen Aminosäuren Leucin, Isoleucin und Valin liegen im Verhältnis 8:1:1 vor. Diese Formel basiert auf den neuesten Erkenntnissen der Wissenschaft. Eine höhere Dosierung von Leucin bringt keine Vorzüge mit sich. Zur Unterstützung des Immunsystems wurden BCAA Xtreme probiotische Bakterien beigesetzt.   BCAA Xtreme sind in verschiedenen leckeren Geschmacksrichtungen erhältlich.","Nährwerte  pro Portion 10 g Pulver   Brennwerte  112 kJ / 26 kcal   Fett  < 0,1 g   davon gesättigte Fettsäuren  < 0,1 g   Kohlenhydrate  < 0,1 g   davon Zucker  < 0,1 g   Ballaststoffe  0,86 g   Protein  < 0,1 g   Salz  < 0,1 g   L-leucine  5000 mg   L-glutamine  1000 mg   L-citrulline  1000 mg   L-valine  626 mg   L-isoleucine  626 mg   Vitamin B6  2 mg   Inulin  982 mg   Bifidobacterium bifidum  3x109cfu","50% L-Leucin, 10% L-Citrullin, 10% L-Glutamin, 6,3% L-Valin, 6,3% L-Isoleucin, Säurungsmittel: Zitronensäure, Inulin (aus der Zichorie), Aroma (Himbeer, Pfirsich), Süßungsmittel Sucralose, Maracuafruchtpulver, Aroma (Orange) Säureregulator: Natriumcarbonate, Bifidobacterium bifidum, Pyridoxinhydrochlorid.","500g","Grüner Apfel","24,90 €","GN Laboratories BCCA Xtreme 8:1:1, 500g","Intra-Workout","https://www.fitmart.de/Naehrstofftiming/Intra-Workout/"
"1578067659-1201","https://www.fitmart.de/Trainingsbooster/","Trainingsbooster","","","Details","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/ESN-CRANK-380g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_7189_pic1_1.jpg","CRANK von ESN (Elite Sports Nutrients - Made in Germany) 
 ist der meistverkaufte Booster im FITMART Shop! ESN CRANK ist ein sehr innovativer und moderner Pre-Workout Booster, der den Muskelpump verstärkt und den mentalen Fokus steigert. ESN CRANK setzt bei harten Trainingseinheiten Energiereserven frei und ist in Muskelaufbauphasen eine hervorragende Unterstützung. 
 Die bewährte CRANK 1.2 Formula gibt es in vier köstlichen Geschmacksrichtungen, es löst sich schnell im Wasser auf und ist auch für Vegetarier und Veganer geeignet. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN CRANK wird in Deutschland nach höchstem Standard produziert. 
Hinweis
 Das Produkt kann aufgrund der Vielfalt der Inhaltsstoffe etwas hygroskopisch sein, was bedeutet das Pulver könnte sich etwas verhärten. Bitte vor dem ersten Öffnen der Dose, kräftig schütteln, sowie nach dem Öffnen täglich einmal mit einem Löffel das Pulver in der Dose etwas auflockern. Die Qualität und Wirkung des Produktes werden dadurch nicht beeinträchtigt.","Nährwerte



pro Portion 19 g Pulver 

Citrulline Malate



6000 mg 

Arginine Alpha-Ketoglutarate



4000 mg 

L-Tyrosine



1000 mg 

L-Glycine



1000 mg 

Taurine



1000 mg 

Glucuronolactone



500 mg 

Caffeine



300 mg 

Green Tea Extract



250 mg 

Grape Seed Extract (OPC)



250 mg 

Schizandra Extract



200 mg 

Bitter Orange Peel Extract



100 mg 

davon Synephrine



6 mg 

Ginseng Root Extract



100 mg 

Rhodiola Rosea Extract



100 mg 

Pepper Extract



4,07 mg 

davon Piperine



4 mg","Citrullin Malat, Arginin Alpha-Ketoglutarat, L-Tyrosin, L-Glycin, Taurin, Aroma, Glucuronolacton, Koffein, Grüner Tee Extrakt, Traubenkernextrakt, färbendes Lebensmittel (Rote Bete Pulver), Schizandra Extrakt, Bitterorangenschalenextrakt (6% Synephrin), Ginseng Wurzel Extrakt, Rhodiola Rosea Extrakt, Süßungsmittel (Sucralose, Acesulfam K), Pfefferextrakt. Kann Spuren von Milch, Laktose, Gluten, Soja und Ei enthalten.","380g","Cola","29,90 €","ESN CRANK, 380g","Pre-Workout Booster","https://www.fitmart.de/Trainingsbooster/Pre-Workout-Booster/"
