web-scraper-order,web-scraper-start-url,product-url,product-url-href,product-description-short,product-name,product-price,product-size,product-flavour,product-img-src,product-description-long,product-nutrition-src,product-allergens-src,product-size-alternative,product-category
"1578227475-867","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Smart Bar","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Di%C3%A4tnahrung/Di%C3%A4t-Protein-Riegel/Smart-Bar/p/smart-bars","15 Gramm Eiweiß pro Riegel","Smart Bar","6,45 €","null","Delicious White Chocolate","https://media.bodyandfit.com/i/bodyandfit/smart-bars_Image_01?layer0=$PLP_001$","Smart Bar ist unser absoluter Proteinriegel Nummer 1. Reduced carb* und mit ausschließlich den besten Proteinen. Smart Bars sind eine unvorstellbar leckere Zwischenmahlzeit.","https://media.bodyandfit.com/i/bodyandfit/smart-bars_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/smart-bars_Label_de-de_01?layer0=$MAIN$","540 gramm (12  riegel)","Proteinriegel"
"1578223662-287","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/B-Vitamine/c/131","Niacine 500 mg","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/B-Vitamine/Niacine-500-mg/p/p_niacine-500mg","Niacin ist gut bei Müdigkeit und Erschöpfung","Niacine 500 mg","11,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_niacine-500mg_Image_01?layer0=$PLP_001$","Nehmen Sie als Nahrungsergänzung 1 Kapseln pro Tag. Einnahme vorzugsweise während einer Mahlzeit.","https://media.bodyandfit.com/i/bodyandfit/p_niacine-500mg_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_niacine-500mg_Label_de-de_01?layer0=$MAIN$","250 kapseln (8  monate)","B-Vitamine"
"1578228470-1800","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Casein-Protein/c/5","Micellar Casein Perfection Special Series","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Micellar-Casein/Micellar-Casein-Perfection-Special-Series/p/C100215","Proteinreich: 22 g Eiweiß pro Shake","Micellar Casein Perfection Special Series","29,90 €","null","Chocolate","https://media.bodyandfit.com/i/bodyandfit/C100215_Image_01?layer0=$PLP_001$","Micellar Casein Perfection Special Series is the real game changer in seinem Segment und bis zum letzten Tropfen effizient! Die Special Series steht nur für das Allerbeste und ist daher auch die #1 Wahl für Bodybuilder und ambitionierte Sportler. Ganze 22 Gramm Eiweiß pro Portion, natürliche Zutaten als Süßungsmittel, ein fantastischer Geschmack und die herausragende Löslichkeit machen Micellar Casein Perfection Special Series zu deinem idealen Go-To-Proteinshake!","https://media.bodyandfit.com/i/bodyandfit/C100215_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/C100215_Label_de-de_01?layer0=$MAIN$","2000 gramm","Casein-Protein"
"1578228707-2195","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Perfection/p/whey-perfection","23 Gramm hochwertiges Whey Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin","Whey Perfection","65,90 €","4540 gramm","Vanilla Ice Cream Milkshake","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Image_01?layer0=$PLP_001$","Body & Fit® Whey Perfection heißt Qualität, Geschmack und Preis bis zur Perfektion! Whey Perfection enthält ausschließlich die höchstmögliche Qualität an Whey-Proteinen, „cold processed“ ultragefiltertes Whey-Proteinkonzentrat, Whey-Proteinisolat und Whey-Hydrolysat, Di- und Tri-Peptide. Whey Perfection enthält pro Portion ganze 23 Gramm hochwertiges Whey-Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin. Whey Perfection ist frei von zugefügtem Zucker und enthält 1,4 Gramm Kohlenhydrate und 110 kcal pro Shake. Mit Whey Perfection erzielst du dank der einzigartigen Zusammensetzung mehr Resultat pro Shake als mit welchem anderen Whey-Protein auch immer. Du kannst aus ganzen 36 unglaublich leckeren Milkshake-Sorten wählen!","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578228554-1913","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","100% Whey Protein Complex","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/100%25-Whey-Protein-Complex/p/C100078","Qualitativ hochwertiger, zuckerarmer Proteinblend","100% Whey Protein Complex","21,90 €","700 gramm","Chocolate","https://media.bodyandfit.com/i/bodyandfit/C100078_Image_01?layer0=$PLP_001$","Der 100% Whey Protein Complex von Olimp Supplements bietet dir die Möglichkeit deine Ernährung mit einem kompletten Protein und einem reichhaltigen Aminosäurenprofil zu ergänzen. Proteine fördern beim Sport das Muskelwachstum und fettfreie Muskelmasse und tragen zur Erhaltung der Muskelmasse bei. Das Produkt besteht unter anderem aus gefiltertem Whey-Proteinkonzentrat und Whey-Proteinisolat – CFM® in einer Instant-Form.  Das CFM®-Isolat und das Whey-Proteinkonzentrat eignen sich durch ihre hohen Nährwerte aus und eignen sich daher herausragend für Wettkampfathleten und Menschen mit einem aktiven Lifestyle. Mit dem 100% Whey Protein Complex muss es nicht mehr schwer fallen, sich für ein Protein-Supplement zu entscheiden!

Eine Portion enthält 134 Kalorien, einen hohen Anteil an Aminosäuren und ganze 26 Gramm Eiweiß. Zudem befinden sich in dem zuckerarmen Blend pro Portion nur 1,4 Gramm Zucker.","https://media.bodyandfit.com/i/bodyandfit/C100078_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/C100078_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578222742-198","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/c/134","Magnesiumcitrat 200 mg","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/Magnesiumcitrat-200-mg/p/p_11662","200 mg Magnesiumcitrat pro Tablette","Magnesiumcitrat 200 mg","7,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_11662_Image_01?layer0=$PLP_001$","Magnesiumcitrat ist eine gut resorbierbare Form von Magnesium.","https://media.bodyandfit.com/i/bodyandfit/p_11662_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_11662_Label_de-de_01?layer0=$MAIN$","90 filmtabletten","Magnesium"
"1578223332-247","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/c/132","Ultra Vitamins A, C, E & Selenium","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/Ultra-Vitamins-A%2C-C%2C-E-%26-Selenium/p/p_10511","Effektive Alles-In-Einem-Formel","Ultra Vitamins A, C, E & Selenium","13,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_10511_Image_01?layer0=$PLP_001$","Effektive Alles-In-Einem-Formel
High Potency: Hohe Dosis
Extrem komplett mit A, C, E & Selen!
1 Kapsel pro Tag genügt
2-Monats-Packung","https://media.bodyandfit.com/i/bodyandfit/p_10511_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_10511_Label_de-de_01?layer0=$MAIN$","60 softgels (2  monate)","Vitamin C"
"1578228707-2179","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Perfection/p/whey-perfection","23 Gramm hochwertiges Whey Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin","Whey Perfection","33,90 €","2270 gramm","Vanilla Almond Milkshake","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Image_01?layer0=$PLP_001$","Body & Fit® Whey Perfection heißt Qualität, Geschmack und Preis bis zur Perfektion! Whey Perfection enthält ausschließlich die höchstmögliche Qualität an Whey-Proteinen, „cold processed“ ultragefiltertes Whey-Proteinkonzentrat, Whey-Proteinisolat und Whey-Hydrolysat, Di- und Tri-Peptide. Whey Perfection enthält pro Portion ganze 23 Gramm hochwertiges Whey-Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin. Whey Perfection ist frei von zugefügtem Zucker und enthält 1,4 Gramm Kohlenhydrate und 110 kcal pro Shake. Mit Whey Perfection erzielst du dank der einzigartigen Zusammensetzung mehr Resultat pro Shake als mit welchem anderen Whey-Protein auch immer. Du kannst aus ganzen 36 unglaublich leckeren Milkshake-Sorten wählen!","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578227841-1166","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Pre-Workout/Pump-%26-Trainingsbooster/c/45","Shock Therapy","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Pre-Workout/Pump-%26-Trainingsbooster/Shock-Therapy/p/shock-therapy","Perfekt vor dem Training","Shock Therapy","29,90 €","null","Lemonade","https://media.bodyandfit.com/i/bodyandfit/shock-therapy_Image_01?layer0=$PLP_001$","Creatin (Pre-Workout) 
Creatin (alle) 
NO-Booster 
Pre Workout","https://media.bodyandfit.com/i/bodyandfit/shock-therapy_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/shock-therapy_Label_de-de_01?layer0=$MAIN$","840 gramm (42  dosierungen)","Pump & Trainingsbooster"
"1578228499-1842","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Casein-Protein/c/5","Micellar Casein Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Micellar-Casein/Micellar-Casein-Perfection/p/micellar-casein-perfection","Der beste Shake zur Einnahme vor dem Schlafengehen","Micellar Casein Perfection","12,90 €","750 gramm","Chocolate Milkshake","https://media.bodyandfit.com/i/bodyandfit/micellar-casein-perfection_Image_01?layer0=$PLP_001$","Micellar Casein Perfection hebt sich durch die ausbalancierte Abgabe langsamer Proteine hervor. Wo alle anderen Proteine nachlassen, bleibt Micellar Casein Perfection weiterhin effizient wirksam, Tag und Nacht.","https://media.bodyandfit.com/i/bodyandfit/micellar-casein-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/micellar-casein-perfection_Label_de-de_01?layer0=$MAIN$","null","Casein-Protein"
"1578228654-2066","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Designer Whey","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Designer-Whey/p/designer-whey-esn","Höherer BCAA-Anteil","Designer Whey","49,90 €","2500 gramm","Banane","https://media.bodyandfit.com/i/bodyandfit/designer-whey-esn_Image_01?layer0=$PLP_001$","null","https://media.bodyandfit.com/i/bodyandfit/designer-whey-esn_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/designer-whey-esn_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578227625-1035","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kohlenhydrate/c/71","Glycomaize","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kohlenhydrate/Glycomaize/p/p_01899","Auf der Basis von Waxy Maize Starch und Trehalose","Glycomaize","19,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_01899_Image_01?layer0=$PLP_001$","Kombiniere Glycomaize mit 100% Gold Standard Whey Protein. Die Proteine sorgen für eine Erholung der Muskeln und Glycomaize füllt das Glykogen an. Also was benötigst du? Genau, die Optimum Premium Muscle Kombi!","https://media.bodyandfit.com/i/bodyandfit/p_01899_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_01899_Label_de-de_01?layer0=$MAIN$","2000 gramm (50  dosierungen)","Kohlenhydrate"
"1578228707-2149","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Perfection/p/whey-perfection","23 Gramm hochwertiges Whey Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin","Whey Perfection","13,90 €","750 gramm","Chocolate Brownie Milkshake","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Image_01?layer0=$PLP_001$","Body & Fit® Whey Perfection heißt Qualität, Geschmack und Preis bis zur Perfektion! Whey Perfection enthält ausschließlich die höchstmögliche Qualität an Whey-Proteinen, „cold processed“ ultragefiltertes Whey-Proteinkonzentrat, Whey-Proteinisolat und Whey-Hydrolysat, Di- und Tri-Peptide. Whey Perfection enthält pro Portion ganze 23 Gramm hochwertiges Whey-Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin. Whey Perfection ist frei von zugefügtem Zucker und enthält 1,4 Gramm Kohlenhydrate und 110 kcal pro Shake. Mit Whey Perfection erzielst du dank der einzigartigen Zusammensetzung mehr Resultat pro Shake als mit welchem anderen Whey-Protein auch immer. Du kannst aus ganzen 36 unglaublich leckeren Milkshake-Sorten wählen!","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578228489-1810","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Casein-Protein/c/5","100% Gold Standard Casein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein/100%25-Gold-Standard-Casein/p/100-casein-time-release-proteine","24g Eiweiß pro Portion","100% Gold Standard Casein","18,90 €","450 gramm","Chocolate","https://media.bodyandfit.com/i/bodyandfit/100-casein-time-release-proteine_Image_01?layer0=$PLP_001$","ist, dass es vom Körper langsamer aufgenommen wird und einen hohen Anteil an L-Glutamin enthält. Dadurch kann dein Körper für eine längere Zeit über Aminosäuren verfügen.","https://media.bodyandfit.com/i/bodyandfit/100-casein-time-release-proteine_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/100-casein-time-release-proteine_Label_de-de_01?layer0=$MAIN$","null","Casein-Protein"
"1578227443-825","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Vitamin & Protein Bars","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Vitamin-%26-Protein-Bars/p/53381","20 g hochwertige Proteine","Vitamin & Protein Bars","24,90 €","null","Chocolate Orange","https://media.bodyandfit.com/i/bodyandfit/53381_Image_01?layer0=$PLP_001$","Peanut & Caramel – Milchschokolade mit einer Schichte Karamell und crunchy Crispies.
Cookies & Cream – Zartbitterschokolade mit einer Schicht Cookie Biscuit und proteinreicher Crème.
Coconut & Chocolate – der leckere Geschmack von Milchschokolade und Kokos
Strawberry & Vanilla - crunchy Textur mit einem Coating aus weißer Schokolade und Erdbeerstücken
Milk Chocolate Mint – Milchschokolade mit einem leckeren Minzgeschmack
Dark Chocolate Mint – Zartbitterschokolade mit einem leckeren Minzgeschmack
White Chocolate Cookie Dough – weiße Schokolade mit Cookie Dough
Chocolate Caramel Cookie Dough – Milchschokolade mit einer Schicht aus Karamell und Cookie Dough","https://media.bodyandfit.com/i/bodyandfit/53381_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/53381_Label_de-de_01?layer0=$MAIN$","900 gramm (15  riegel)","Proteinriegel"
"1578228298-1558","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Sojaprotein/c/14","Soja Protein-Isolat","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Sojaprotein/Soja-Protein-Isolat/p/soja-eiwit-isolaat","Reich an Glutamin und Arginin","Soja Protein-Isolat","26,90 €","null","Strawberry","https://media.bodyandfit.com/i/bodyandfit/soja-eiwit-isolaat_Image_01?layer0=$PLP_001$","Sojaproteinisolat ist ein hochwertiges, pflanzliches Protein, das aus der Sojabohne isoliert wird. Soja enthält von Natur aus vorwiegend Proteine, essentielle Aminosäuren und ungesättigte Fettsäuren. Sojaproteinisolat hat einen relativ hohen biologischen Wert. Was Sojaproteinisolat so besonders macht, ist der hohe Anteil an den wichtigen Aminosäuren Glutamin und Arginin. Sojaproteinisolat ist die hochwertigste Form von Sojaprotein und eine echte Empfehlung für Menschen mit einem erhöhten Proteinbedarf wie beispielsweise ambitionierte Sportler.","https://media.bodyandfit.com/i/bodyandfit/soja-eiwit-isolaat_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/soja-eiwit-isolaat_Label_de-de_01?layer0=$MAIN$","2000 gramm (66  shakes)","Sojaprotein"
"1578227604-1009","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Ausdauer/Isotonische-Getr%C3%A4nke/c/79","Isotonic Sports Drink","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Ausdauer/Isotonische-Getr%C3%A4nke/Isotonic-Sports-Drink/p/isotone-sportdrank","Premium-Sportgetränk zur Ergänzung","Isotonic Sports Drink","9,90 €","null","Watermelon","https://media.bodyandfit.com/i/bodyandfit/isotone-sportdrank_Image_01?layer0=$PLP_001$","Trainierst du fleißig im Fitnessstudio? Betreibst du Cardiotraining, CrossFit, Krafttraining, Tennis, Radsport, Rudern oder Fußball? Unser Sportgetränk ist jederzeit effizient, egal welchen Sport du auch machst. Body & Fit Isotonic Sports Drink versorgt dich mit einem Boost, Feuchtigkeit und Mineralien!","https://media.bodyandfit.com/i/bodyandfit/isotone-sportdrank_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/isotone-sportdrank_Label_de-de_01?layer0=$MAIN$","1050 gramm (30  dosierungen)","Isotonische Getränke"
"1578227187-645","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Chips/c/197","Smart Chips","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Chips/Smart-Chips/p/smart-chips-low-calorie-high-protein","Weniger Kalorien, nur 94 Kalorien pro Tüte","Smart Chips","4,95 €","276 gramm","Sour Cream & Onion","https://media.bodyandfit.com/i/bodyandfit/smart-chips-low-calorie-high-protein_Image_01?layer0=$PLP_001$&layer1=[src=/i/bodyandfit/roundle-new-2019]&layer1=$BADGE_S$","Smart in jeder Hinsicht!
Unsere Smart Chips werden nicht gebacken oder frittiert. Smart Chips werden durch Heißluft geröstet und mit den feinsten Kräutern gewürzt. So erhalten wir unglaublich leckere „better for you“ Chips. Unsere Smart Chips sind smart in jeder Hinsicht! Neben dem verringerten Anteil an Kalorien, Fett und Kohlenhydraten sind die Chips auch noch high protein. Die Smart Chips enthalten keinerlei Konservierungsmittel, Geruchs- oder Geschmacksstoffe oder künstlichen Zusätze.

Smart Chips enthalten ausschließlich natürliche Zutaten und die feinsten Kräuter. Smart Chips sind dein Lieblingssnack, passen perfekt in einen bewussten Lebensstil und sind ideal für ambitionierte Sportler und während jeder Diät.","https://media.bodyandfit.com/i/bodyandfit/smart-chips-low-calorie-high-protein_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/smart-chips-low-calorie-high-protein_Label_de-de_01?layer0=$MAIN$","null","Knabbereien"
"1578224130-322","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Nahrungserg%C3%A4nzung/Fatburner/c/107","Relentless","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Nahrungserg%C3%A4nzung/Fatburner/Relentless/p/p_54138","100 Caps","Relentless","26,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_54138_Image_01?layer0=$PLP_001$","Relentless von Dedicated Nutrition enthält die besten natürlichen Zutaten auf diesem Planeten. Ein rein natürliches Produkt, das für unnatürlich schnelle Ergebnisse entworfen wurde!

Dadurch die Entwicklung der Zutaten zu kontrollieren, kann Dedicated Nutrition die Qualität des Produkts garantieren.","https://media.bodyandfit.com/i/bodyandfit/p_54138_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_54138_Label_de-de_01?layer0=$MAIN$","100 kapseln","Deine Diät"
"1578225775-508","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Superfood/Chia/c/217","Pure Chiasamen","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Superfood/Chia/Pure-Chiasamen/p/pure-chiazaad","Populäres Superfood","Pure Chiasamen","5,90 €","500 gramm:","","https://media.bodyandfit.com/i/bodyandfit/pure-chiazaad_Image_01?layer0=$PLP_001$","Chiasamen sind ein populäres Superfood. Es ist von Natur aus eine Quelle für Proteine, enthält Fette und ist reich an Ballaststoffen. Chiasamen lassen sich leicht in deine Ernährung einbauen, sie passen in Salat, sind eine tolle Bereicherung für Quark und Joghurt und lassen sich Shakes oder Smoothies verarbeiten.","https://media.bodyandfit.com/i/bodyandfit/pure-chiazaad_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/pure-chiazaad_Label_de-de_01?layer0=$MAIN$","null","Chia"
"1578228244-1475","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/c/48","XTEND","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/XTEND/p/xtend","3500 mg Leucin","XTEND","46,90 €","1194 gramm","Blue Raspberry","https://media.bodyandfit.com/i/bodyandfit/xtend_Image_01?layer0=$PLP_001$","Xtend ist die zuckerfreie Aminosäureformel für eifrige Sportler. Xtend enthält pro Portion ganze 7 Gramm BCAA, zusammen mit 6 Gramm Leucin, Glutamin und Citrullin, Elektrolyten und Vitamin B6. Xtend kannst du vor, während und nach den schwersten Trainings nehmen.","https://media.bodyandfit.com/i/bodyandfit/xtend_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/xtend_Label_de-de_01?layer0=$MAIN$","null","Aminosäure-Blends"
"1578224290-343","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Abnehmshakes/Mahlzeitenersatz-Shakes/c/104","SlimFast High Protein RTD","https://www.bodyandfit.com/de-de/Produkte/Protein/Proteinshakes/SlimFast-High-Protein-RTD/p/C100187","Pro Portion 15 Gramm Eiweiß","SlimFast High Protein RTD","17,90 €","null","Banane","https://media.bodyandfit.com/i/bodyandfit/C100187_Image_01?layer0=$PLP_001$","Hast du keine Zeit eine Mahlzeit zuzubereiten? Der Ready To Drink-Shakes sind ideal für unterwegs. Einfach einmal gut shaken und genießen. Die Shakes enthalten pro Portion 15 Gramm Eiweiß und nur 204 Kalorien. Die Shakes haben einen herausragenden Geschmack und einer Portion liefert dir 1/3 deiner täglichen Nährstoffe. Wähle aus 3 unterschiedlichen Sorten.","https://media.bodyandfit.com/i/bodyandfit/C100187_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/C100187_Label_de-de_01?layer0=$MAIN$","325 ml (6  flaschen)","Mahlzeitersetzende Shakes"
"1578223043-221","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-D/c/133","Vitamin D3","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-D/Vitamin-D3/p/vitamine-d3-400iu","400IU Vitamin D3 pro Kapsel","Vitamin D3","8,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/vitamine-d3-400iu_Image_01?layer0=$PLP_001$","Now Foods Vitamin D-3 400 IU enthält die effektivste Form von Vitamin D.

Vitamin D3 (400IU) von Now Foods. Vitamin D trägt zu einer normalen Resorption/normalen Verwendung von Calcium und Phosphor bei. Vitamin D trägt auch zu einer normalen Funktion des Immunsystems bei.","https://media.bodyandfit.com/i/bodyandfit/vitamine-d3-400iu_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/vitamine-d3-400iu_Label_de-de_01?layer0=$MAIN$","90 softgels","Vitamin D"
"1578228707-2194","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Perfection/p/whey-perfection","23 Gramm hochwertiges Whey Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin","Whey Perfection","65,90 €","4540 gramm","Strawberry Milkshake","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Image_01?layer0=$PLP_001$","Body & Fit® Whey Perfection heißt Qualität, Geschmack und Preis bis zur Perfektion! Whey Perfection enthält ausschließlich die höchstmögliche Qualität an Whey-Proteinen, „cold processed“ ultragefiltertes Whey-Proteinkonzentrat, Whey-Proteinisolat und Whey-Hydrolysat, Di- und Tri-Peptide. Whey Perfection enthält pro Portion ganze 23 Gramm hochwertiges Whey-Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin. Whey Perfection ist frei von zugefügtem Zucker und enthält 1,4 Gramm Kohlenhydrate und 110 kcal pro Shake. Mit Whey Perfection erzielst du dank der einzigartigen Zusammensetzung mehr Resultat pro Shake als mit welchem anderen Whey-Protein auch immer. Du kannst aus ganzen 36 unglaublich leckeren Milkshake-Sorten wählen!","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578227490-903","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Carb Killa Bars","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Carb-Killa-Bars/p/carb-killa-bars","High Protein - Low Carb Riegel mit nur 214 Kalorien.","Carb Killa Bars","23,90 €","null","White Chocolate Salted Peanut","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Image_01?layer0=$PLP_001$","leckere Proteinriegel voll mit Crunchy Crispies, ganzen 23,2 Gramm Eiweiß und nur 1,4 Gramm Zucker. Ideal für ambitionierte Sportler und während einer Eiweißdiät. High Protein - Low Carb Riegel und nur 214 Kalorien.","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
